airline_name,flight_cost,depart_time,arrive_time,flight_duration,flight_flyscore,airline_rating,date,review_url
Frontier,$298 ,LGA 9:20 AM,LAX 6:14 PM,11h 54m,FlyScore: 4.8,2.5 of 5 bubbles,1/1/2018,https://www.tripadvisor.com/Airline_Review-d8729213-Reviews-Cheap-Flights-Frontier-Airlines#REVIEWS
Frontier,$298 ,LGA 9:20 AM,LAX 6:14 PM,11h 54m,FlyScore: 4.8,2.5 of 5 bubbles,1/1/2018,https://www.tripadvisor.com/Airline_Review-d8729213-Reviews-Cheap-Flights-Frontier-Airlines#REVIEWS
Frontier,$304 ,LGA 9:20 AM,LAX 11:51 PM,17h 31m,FlyScore: 4.4,2.5 of 5 bubbles,1/1/2018,https://www.tripadvisor.com/Airline_Review-d8729213-Reviews-Cheap-Flights-Frontier-Airlines#REVIEWS
Delta,,JFK 5:00 PM,LAX 7:56 PM,5h 56m,FlyScore: 8.2,4 of 5 bubbles,1/1/2018,https://www.tripadvisor.com/Airline_Review-d8729060-Reviews-Cheap-Flights-Delta-Air-Lines#REVIEWS
Frontier,$304 ,LGA 9:20 AM,LAX 8:39 AM+1,26h 19m,FlyScore: 3.7,NA,1/1/2018,https://www.tripadvisor.com/Airline_Review-d8729060-Reviews-Cheap-Flights-Delta-Air-Lines#REVIEWS
Frontier,$304 ,LGA 9:20 AM,LAX 8:39 AM+1,26h 19m,FlyScore: 3.7,NA,1/1/2018,https://www.tripadvisor.com/Airline_Review-d8729060-Reviews-Cheap-Flights-Delta-Air-Lines#REVIEWS
Spirit,$318 ,LGA 8:35 AM,LAX 4:33 PM,10h 58m,FlyScore: 5.6,NA,1/1/2018,https://www.tripadvisor.com/Airline_Review-d8729060-Reviews-Cheap-Flights-Delta-Air-Lines#REVIEWS
Spirit,$318 ,LGA 8:35 AM,LAX 4:33 PM,10h 58m,FlyScore: 4.9,NA,1/1/2018,https://www.tripadvisor.com/Airline_Review-d8729060-Reviews-Cheap-Flights-Delta-Air-Lines#REVIEWS
Spirit,$328 ,LGA 8:35 AM,LAX 4:33 PM,10h 58m,FlyScore: 4.9,NA,1/1/2018,https://www.tripadvisor.com/Airline_Review-d8729060-Reviews-Cheap-Flights-Delta-Air-Lines#REVIEWS
American,$335 ,LGA 6:29 AM,LAX 11:39 AM,8h 10m,FlyScore: 6.7,NA,1/1/2018,https://www.tripadvisor.com/Airline_Review-d8729060-Reviews-Cheap-Flights-Delta-Air-Lines#REVIEWS
Sun Country,$335 ,JFK 11:35 AM,LAX 10:55 PM,14h 20m,FlyScore: 6.4,NA,1/1/2018,https://www.tripadvisor.com/Airline_Review-d8729060-Reviews-Cheap-Flights-Delta-Air-Lines#REVIEWS
Spirit,$344 ,LGA 4:49 PM,LAX 10:26 PM,8h 37m,FlyScore: 5.2,NA,1/1/2018,https://www.tripadvisor.com/Airline_Review-d8729060-Reviews-Cheap-Flights-Delta-Air-Lines#REVIEWS
Spirit,$344 ,EWR 11:45 AM,LAX 5:45 PM,9h 0m,FlyScore: 5.3,NA,1/1/2018,https://www.tripadvisor.com/Airline_Review-d8729060-Reviews-Cheap-Flights-Delta-Air-Lines#REVIEWS
