airline_name,flight_cost,depart_time,arrive_time,flight_duration,flight_flyscore,airline_rating,date,review_url
Spirit,$288 ,LGA 8:35 AM,LAX 4:33 PM,10h 58m,FlyScore: 4.9,2.5 of 5 bubbles,12/21/2017,https://www.tripadvisor.com/Airline_Review-d8729157-Reviews-Cheap-Flights-Spirit-Airlines#REVIEWS
Spirit,$288 ,LGA 8:35 AM,LAX 4:33 PM,10h 58m,FlyScore: 5.6,2.5 of 5 bubbles,12/21/2017,https://www.tripadvisor.com/Airline_Review-d8729157-Reviews-Cheap-Flights-Spirit-Airlines#REVIEWS
Spirit,$298 ,LGA 8:35 AM,LAX 4:33 PM,10h 58m,FlyScore: 4.9,2.5 of 5 bubbles,12/21/2017,https://www.tripadvisor.com/Airline_Review-d8729157-Reviews-Cheap-Flights-Spirit-Airlines#REVIEWS
Delta,,JFK 9:00 PM,LAX 11:56 PM,5h 56m,FlyScore: 8.2,4 of 5 bubbles,12/21/2017,https://www.tripadvisor.com/Airline_Review-d8729060-Reviews-Cheap-Flights-Delta-Air-Lines#REVIEWS
Frontier,$304 ,LGA 9:20 AM,LAX 11:51 PM,17h 31m,FlyScore: 4.4,2.5 of 5 bubbles,12/21/2017,https://www.tripadvisor.com/Airline_Review-d8729213-Reviews-Cheap-Flights-Frontier-Airlines#REVIEWS
Spirit,$320 ,EWR 6:30 AM,LAX 2:36 PM,11h 6m,FlyScore: 4.9,2.5 of 5 bubbles,12/21/2017,https://www.tripadvisor.com/Airline_Review-d8729157-Reviews-Cheap-Flights-Spirit-Airlines#REVIEWS
Sun Country,$343 ,JFK 7:00 AM,LAX 5:20 PM,13h 20m,FlyScore: 6.5,4 of 5 bubbles,12/21/2017,https://www.tripadvisor.com/Airline_Review-d8700105-Reviews-Cheap-Flights-Sun-Country-Airlines#REVIEWS
United,$346 ,LGA 8:03 PM,LAX 1:37 AM+1,8h 34m,FlyScore: 7.2,3 of 5 bubbles,12/21/2017,https://www.tripadvisor.com/Airline_Review-d8729177-Reviews-Cheap-Flights-United-Airlines#REVIEWS
United,$346 ,LGA 7:00 AM,LAX 12:43 PM,8h 43m,FlyScore: 7.2,3 of 5 bubbles,12/21/2017,https://www.tripadvisor.com/Airline_Review-d8729177-Reviews-Cheap-Flights-United-Airlines#REVIEWS
United,$346 ,LGA 8:00 AM,LAX 2:44 PM,9h 44m,FlyScore: 6.9,3 of 5 bubbles,12/21/2017,https://www.tripadvisor.com/Airline_Review-d8729177-Reviews-Cheap-Flights-United-Airlines#REVIEWS
United,$346 ,LGA 7:00 AM,LAX 2:39 PM,10h 39m,FlyScore: 7.0,3 of 5 bubbles,12/21/2017,https://www.tripadvisor.com/Airline_Review-d8729177-Reviews-Cheap-Flights-United-Airlines#REVIEWS
United,$346 ,LGA 7:00 AM,LAX 2:44 PM,10h 44m,FlyScore: 7.0,3 of 5 bubbles,12/21/2017,https://www.tripadvisor.com/Airline_Review-d8729177-Reviews-Cheap-Flights-United-Airlines#REVIEWS
United,$350 ,LGA 6:00 AM,LAX 3:28 PM,12h 28m,FlyScore: 6.5,3 of 5 bubbles,12/21/2017,https://www.tripadvisor.com/Airline_Review-d8729177-Reviews-Cheap-Flights-United-Airlines#REVIEWS
Sun Country,$357 ,JFK 7:00 AM,LAX 12:05 PM,8h 5m,FlyScore: 6.9,4 of 5 bubbles,12/21/2017,https://www.tripadvisor.com/Airline_Review-d8700105-Reviews-Cheap-Flights-Sun-Country-Airlines#REVIEWS
Sun Country,$363 ,JFK 7:00 AM,LAX 10:55 PM,18h 55m,FlyScore: 6.1,4 of 5 bubbles,12/21/2017,https://www.tripadvisor.com/Airline_Review-d8700105-Reviews-Cheap-Flights-Sun-Country-Airlines#REVIEWS
Spirit,$364 ,LGA 4:49 PM,LAX 10:26 PM,8h 37m,FlyScore: 5.2,NA,12/21/2017,https://www.tripadvisor.com/Airline_Review-d8700105-Reviews-Cheap-Flights-Sun-Country-Airlines#REVIEWS
Spirit,$364 ,EWR 11:45 AM,LAX 5:45 PM,9h 0m,FlyScore: 5.3,2.5 of 5 bubbles,12/21/2017,https://www.tripadvisor.com/Airline_Review-d8729157-Reviews-Cheap-Flights-Spirit-Airlines#REVIEWS
United,$367 ,EWR 8:45 AM,LAX 11:56 AM,6h 11m,NA,3 of 5 bubbles,12/21/2017,https://www.tripadvisor.com/Airline_Review-d8729177-Reviews-Cheap-Flights-United-Airlines#REVIEWS
United,$367 ,EWR 5:55 AM,LAX 9:18 AM,6h 23m,FlyScore: 8.6,3 of 5 bubbles,12/21/2017,https://www.tripadvisor.com/Airline_Review-d8729177-Reviews-Cheap-Flights-United-Airlines#REVIEWS
Virgin America,$367 ,JFK 1:00 PM,LAX 4:28 PM,6h 28m,FlyScore: 8.6,4 of 5 bubbles,12/21/2017,https://www.tripadvisor.com/Airline_Review-d8729181-Reviews-Cheap-Flights-Virgin-America#REVIEWS
