,airline_name,flight_cost,depart_time,arrive_time,flight_duration,flight_flyscore,airline_rating,date,departure_airport,arrival_airport
0,United,199,6:00AM,3:28PM,748,6.5,3.0,2017-12-20,LGA,LAX
1,Frontier,259,9:20AM,6:14PM,714,4.8,2.5,2017-12-20,LGA,LAX
2,Spirit,260,9:59PM,8:26AM,807,4.8,2.5,2017-12-20,LGA,LAX
3,United,262,8:03PM,1:37AM,514,7.2,3.0,2017-12-20,LGA,LAX
4,United,262,7:03PM,1:37AM,574,6.9,3.0,2017-12-20,LGA,LAX
5,Frontier,265,9:20AM,8:39AM,1579,3.7,2.5,2017-12-20,LGA,LAX
6,Alaska,266,6:30AM,2:00PM,630,6.8,4.0,2017-12-20,LGA,LAX
7,United,266,6:00AM,1:32PM,632,6.5,3.0,2017-12-20,LGA,LAX
8,United,266,6:00AM,2:50PM,710,6.5,3.0,2017-12-20,LGA,LAX
9,Virgin America,268,7:50AM,7:00PM,850,7.4,4.0,2017-12-20,JFK,LAX
10,United,269,5:55AM,9:18AM,383,8.6,3.0,2017-12-20,EWR,LAX
11,United,269,7:10AM,10:33AM,383,8.6,3.0,2017-12-20,EWR,LAX
12,Virgin America,270,7:50AM,4:17PM,687,7.6,4.0,2017-12-20,JFK,LAX
13,Sun Country,279,7:00AM,12:05PM,485,6.9,4.0,2017-12-20,JFK,LAX
14,Sun Country,279,11:35AM,5:20PM,525,6.9,4.0,2017-12-20,JFK,LAX
15,Virgin America,283,8:00AM,11:28AM,388,8.6,4.0,2017-12-20,EWR,LAX
16,Alaska,283,8:00AM,11:28AM,388,8.6,4.0,2017-12-20,EWR,LAX
17,Sun Country,285,7:00AM,5:20PM,800,6.5,4.0,2017-12-20,JFK,LAX
18,Sun Country,285,11:35AM,10:55PM,860,6.4,4.0,2017-12-20,JFK,LAX
19,Alaska,287,7:50AM,4:17PM,687,7.6,4.0,2017-12-20,JFK,LAX
20,United,288,6:00AM,11:13AM,493,7.7,3.0,2017-12-20,LGA,LAX
21,United,288,1:00PM,6:31PM,511,0.0,3.0,2017-12-20,LGA,LAX
22,United,288,11:35AM,5:10PM,515,7.3,3.0,2017-12-20,LGA,LAX
23,United,288,7:00AM,12:43PM,523,7.2,3.0,2017-12-20,LGA,LAX
24,United,288,10:30AM,4:13PM,523,6.7,3.0,2017-12-20,LGA,LAX
25,United,288,2:53PM,8:39PM,526,0.0,3.0,2017-12-20,LGA,LAX
26,United,288,6:00PM,11:55PM,535,7.4,3.0,2017-12-20,LGA,LAX
27,United,288,3:30PM,9:38PM,548,6.9,3.0,2017-12-20,LGA,LAX
28,United,288,6:15PM,12:30AM,555,6.8,3.0,2017-12-20,LGA,LAX
29,United,288,12:00PM,6:31PM,571,0.0,3.0,2017-12-20,LGA,LAX
30,United,288,10:30AM,5:10PM,580,6.7,3.0,2017-12-20,LGA,LAX
31,United,288,6:00AM,12:43PM,583,7.1,3.0,2017-12-20,LGA,LAX
32,United,288,5:03PM,11:55PM,592,0.0,3.0,2017-12-20,LGA,LAX
33,United,288,9:16AM,4:13PM,597,6.6,3.0,2017-12-20,LGA,LAX
34,United,288,4:30PM,11:55PM,625,0.0,3.0,2017-12-20,LGA,LAX
35,United,288,11:00AM,6:31PM,631,0.0,3.0,2017-12-20,LGA,LAX
36,United,288,6:00PM,1:37AM,637,6.8,3.0,2017-12-20,LGA,LAX
37,United,288,9:16AM,5:10PM,654,6.6,3.0,2017-12-20,LGA,LAX
38,United,288,4:00PM,11:55PM,655,0.0,3.0,2017-12-20,LGA,LAX
39,Spirit,290,6:30AM,2:32PM,662,4.9,2.5,2017-12-20,EWR,LAX
40,United,292,6:00AM,4:40PM,820,6.3,3.0,2017-12-20,LGA,LAX
41,JetBlue,294,5:50AM,9:07AM,377,8.8,4.0,2017-12-20,JFK,LAX
42,Alaska,305,3:32PM,10:08PM,576,6.8,4.0,2017-12-20,LGA,LAX
43,United,305,9:48AM,6:31PM,703,7.3,3.0,2017-12-20,LGA,LAX
44,United,305,4:30PM,1:37AM,727,0.0,3.0,2017-12-20,LGA,LAX
45,Virgin America,306,7:50AM,7:24PM,874,6.6,4.0,2017-12-20,JFK,LAX
46,Alaska,306,7:50AM,7:24PM,874,6.6,4.0,2017-12-20,JFK,LAX
47,Spirit,308,8:30AM,4:28PM,658,5.6,2.5,2017-12-20,LGA,LAX
48,Spirit,308,8:30AM,4:28PM,658,4.9,2.5,2017-12-20,LGA,LAX
49,United,318,4:00PM,7:07PM,367,8.6,3.0,2017-12-20,EWR,LAX
50,United,318,10:00AM,1:12PM,372,8.6,3.0,2017-12-20,EWR,LAX
51,United,318,2:20PM,5:38PM,378,8.6,3.0,2017-12-20,EWR,LAX
52,United,318,5:30PM,8:48PM,378,8.6,3.0,2017-12-20,EWR,LAX
53,Virgin America,318,11:50AM,3:17PM,387,8.6,4.0,2017-12-20,EWR,LAX
54,Alaska,318,11:50AM,3:17PM,387,8.6,4.0,2017-12-20,EWR,LAX
55,Virgin America,318,4:00PM,7:27PM,387,8.6,4.0,2017-12-20,EWR,LAX
56,Alaska,318,4:00PM,7:27PM,387,8.6,4.0,2017-12-20,EWR,LAX
57,Virgin America,318,7:00AM,10:33AM,393,8.6,4.0,2017-12-20,JFK,LAX
58,Alaska,318,7:00AM,10:33AM,393,8.6,4.0,2017-12-20,JFK,LAX
59,Virgin America,318,9:15AM,12:48PM,393,8.6,4.0,2017-12-20,JFK,LAX
60,United,331,4:30PM,12:24AM,654,0.0,3.0,2017-12-20,LGA,LAX
61,United,331,1:00PM,10:23PM,743,0.0,3.0,2017-12-20,LGA,LAX
62,United,331,1:00PM,10:23PM,743,0.0,3.0,2017-12-20,LGA,LAX
63,United,331,12:00PM,10:23PM,803,0.0,3.0,2017-12-20,LGA,LAX
64,United,331,12:00PM,10:23PM,803,0.0,3.0,2017-12-20,LGA,LAX
65,Virgin America,332,7:50AM,5:47PM,777,6.7,4.0,2017-12-20,JFK,LAX
66,Alaska,332,7:50AM,5:47PM,777,6.7,4.0,2017-12-20,JFK,LAX
67,JetBlue,333,12:20PM,3:36PM,376,8.8,4.0,2017-12-20,JFK,LAX
68,JetBlue,333,1:30PM,4:47PM,377,8.8,4.0,2017-12-20,JFK,LAX
69,JetBlue,333,8:55AM,12:17PM,382,8.8,4.0,2017-12-20,JFK,LAX
70,JetBlue,333,7:12AM,10:35AM,383,8.8,4.0,2017-12-20,JFK,LAX
71,JetBlue,333,4:50PM,8:15PM,385,8.8,4.0,2017-12-20,JFK,LAX
72,JetBlue,333,7:47PM,11:19PM,392,8.8,4.0,2017-12-20,JFK,LAX
73,United,335,4:25PM,10:23PM,538,7.7,3.0,2017-12-20,EWR,LAX
74,United,335,5:15PM,12:24AM,609,7.5,3.0,2017-12-20,EWR,LAX
75,American,335,6:00AM,1:30PM,630,7.2,3.0,2017-12-20,LGA,LAX
76,United,335,4:25PM,12:24AM,659,7.5,3.0,2017-12-20,EWR,LAX
77,United,338,9:00AM,7:56PM,836,5.8,3.0,2017-12-20,LGA,LAX
78,United,338,8:00AM,7:56PM,896,5.8,3.0,2017-12-20,LGA,LAX
79,United,338,7:00AM,7:56PM,956,5.8,3.0,2017-12-20,LGA,LAX
80,United,339,7:00AM,1:32PM,572,7.6,3.0,2017-12-20,EWR,LAX
81,United,339,6:00AM,1:32PM,632,7.5,3.0,2017-12-20,EWR,LAX
82,United,339,7:00AM,2:50PM,650,7.6,3.0,2017-12-20,EWR,LAX
83,United,339,6:00AM,2:50PM,710,7.5,3.0,2017-12-20,EWR,LAX
84,United,342,8:00AM,2:44PM,584,6.9,3.0,2017-12-20,LGA,LAX
85,United,345,7:00AM,4:40PM,760,7.3,3.0,2017-12-20,EWR,LAX
86,United,346,9:48AM,2:44PM,476,7.2,3.0,2017-12-20,LGA,LAX
87,United,346,9:48AM,2:52PM,484,7.2,3.0,2017-12-20,LGA,LAX
88,United,346,7:50AM,1:01PM,491,7.4,3.0,2017-12-20,LGA,LAX
89,United,346,3:00PM,8:13PM,493,7.1,0.0,2017-12-20,LGA,LAX
90,United,346,9:16AM,2:30PM,494,6.9,3.0,2017-12-20,LGA,LAX
91,United,346,11:00AM,4:24PM,504,0.0,3.0,2017-12-20,LGA,LAX
92,United,346,4:30PM,10:11PM,521,0.0,3.0,2017-12-20,LGA,LAX
93,United,346,9:00AM,2:44PM,524,7.0,3.0,2017-12-20,LGA,LAX
94,United,346,6:00AM,11:47AM,527,6.6,3.0,2017-12-20,LGA,LAX
95,United,346,9:00AM,2:52PM,532,7.0,3.0,2017-12-20,LGA,LAX
96,United,346,2:00PM,8:13PM,553,0.0,3.0,2017-12-20,LGA,LAX
97,United,346,7:52AM,2:18PM,566,6.7,3.0,2017-12-20,LGA,LAX
98,United,346,9:48AM,4:24PM,576,7.1,3.0,2017-12-20,LGA,LAX
99,United,346,7:50AM,2:30PM,580,7.3,3.0,2017-12-20,LGA,LAX
100,United,346,8:00AM,2:52PM,592,6.9,3.0,2017-12-20,LGA,LAX
101,United,346,6:05AM,1:01PM,596,6.7,3.0,2017-12-20,LGA,LAX
102,United,346,1:00PM,8:13PM,613,0.0,3.0,2017-12-20,LGA,LAX
103,United,346,9:00AM,4:24PM,624,6.8,3.0,2017-12-20,LGA,LAX
104,United,346,7:00AM,2:44PM,644,7.0,0.0,2017-12-20,LGA,LAX
105,United,346,7:00AM,2:52PM,652,7.0,3.0,2017-12-20,LGA,LAX
106,United,346,5:55AM,1:49PM,654,6.9,3.0,2017-12-20,LGA,LAX
107,United,346,12:00PM,8:13PM,673,0.0,3.0,2017-12-20,LGA,LAX
108,United,346,5:55AM,2:18PM,683,6.8,3.0,2017-12-20,LGA,LAX
109,United,346,7:52AM,4:30PM,698,6.5,3.0,2017-12-20,LGA,LAX
110,Virgin America,349,7:15AM,1:32PM,557,7.8,4.0,2017-12-20,EWR,LAX
111,Alaska,349,7:15AM,1:32PM,557,7.8,4.0,2017-12-20,EWR,LAX
112,Virgin America,349,7:50AM,3:37PM,647,6.9,4.0,2017-12-20,JFK,LAX
113,Alaska,349,7:15AM,3:37PM,682,7.6,4.0,2017-12-20,EWR,LAX
114,Virgin America,349,7:15AM,3:37PM,682,7.6,4.0,2017-12-20,EWR,LAX
115,United,349,5:55AM,2:18PM,683,6.3,3.0,2017-12-20,LGA,LAX
116,United,349,4:07PM,12:30AM,683,6.0,3.0,2017-12-20,EWR,LAX
117,Alaska,350,7:50AM,3:37PM,647,6.9,4.0,2017-12-20,JFK,LAX
118,Spirit,354,4:49PM,10:34PM,525,5.2,2.5,2017-12-20,LGA,LAX
119,Spirit,354,11:45AM,5:42PM,537,5.3,2.5,2017-12-20,EWR,LAX
120,Spirit,354,3:30PM,11:59PM,689,5.0,2.5,2017-12-20,LGA,LAX
121,American,356,4:59PM,11:53PM,594,7.5,3.0,2017-12-20,LGA,LAX
122,United,359,8:00AM,4:24PM,684,6.7,3.0,2017-12-20,LGA,LAX
123,United,359,6:00AM,2:44PM,704,6.9,3.0,2017-12-20,LGA,LAX
124,United,359,6:00AM,2:52PM,712,6.9,3.0,2017-12-20,LGA,LAX
125,Virgin America,360,7:15AM,5:47PM,812,7.4,4.0,2017-12-20,EWR,LAX
126,Alaska,361,5:55PM,9:23PM,388,8.6,4.0,2017-12-20,EWR,LAX
127,Virgin America,361,5:55PM,9:23PM,388,8.6,4.0,2017-12-20,EWR,LAX
128,United,363,6:20AM,11:13AM,473,7.7,3.0,2017-12-20,EWR,LAX
129,United,363,8:26PM,1:37AM,491,7.2,3.0,2017-12-20,EWR,LAX
130,United,363,3:00PM,8:13PM,493,7.2,3.0,2017-12-20,EWR,LAX
131,United,363,6:20AM,12:43PM,563,7.1,3.0,2017-12-20,EWR,LAX
132,United,363,7:50AM,4:13PM,683,6.9,3.0,2017-12-20,LGA,LAX
133,United,363,11:00AM,8:13PM,733,0.0,3.0,2017-12-20,LGA,LAX
134,United,365,3:18PM,10:20PM,602,7.0,3.0,2017-12-20,EWR,LAX
135,United,365,2:40PM,10:20PM,640,7.2,3.0,2017-12-20,EWR,LAX
136,United,365,5:03PM,1:37AM,694,0.0,3.0,2017-12-20,LGA,LAX
137,United,365,1:40PM,10:20PM,700,6.7,3.0,2017-12-20,EWR,LAX
138,United,367,12:00PM,3:12PM,372,0.0,3.0,2017-12-20,EWR,LAX
139,Virgin America,367,11:30AM,2:53PM,383,8.6,4.0,2017-12-20,JFK,LAX
140,Alaska,367,11:30AM,2:53PM,383,8.6,4.0,2017-12-20,JFK,LAX
141,Virgin America,367,1:00PM,4:28PM,388,8.6,4.0,2017-12-20,JFK,LAX
142,Alaska,367,1:00PM,4:28PM,388,8.6,4.0,2017-12-20,JFK,LAX
143,Alaska,367,9:15AM,12:48PM,393,8.6,4.0,2017-12-20,JFK,LAX
144,Virgin America,367,8:25PM,11:58PM,393,8.6,4.0,2017-12-20,JFK,LAX
145,Alaska,367,8:25PM,11:58PM,393,8.6,4.0,2017-12-20,JFK,LAX
146,Virgin America,367,4:55PM,8:31PM,396,8.6,4.0,2017-12-20,JFK,LAX
147,Alaska,367,4:55PM,8:31PM,396,8.6,4.0,2017-12-20,JFK,LAX
148,American,368,5:00AM,10:20AM,500,6.9,3.0,2017-12-20,EWR,LAX
149,American,368,11:05AM,5:30PM,565,7.2,3.0,2017-12-20,EWR,LAX
150,American,368,1:10PM,8:26PM,616,7.1,3.0,2017-12-20,EWR,LAX
151,American,368,11:05AM,6:54PM,649,6.5,3.0,2017-12-20,EWR,LAX
152,American,369,7:05PM,12:27AM,502,7.5,3.0,2017-12-20,EWR,LAX
153,American,369,2:45PM,8:20PM,515,7.8,3.0,2017-12-20,EWR,LAX
154,American,369,6:05PM,11:53PM,528,7.9,3.0,2017-12-20,EWR,LAX
155,American,369,8:30AM,2:37PM,547,7.6,3.0,2017-12-20,EWR,LAX
156,American,369,6:15AM,12:39PM,564,7.6,3.0,2017-12-20,EWR,LAX
157,United,369,6:35PM,1:37AM,602,6.9,3.0,2017-12-20,EWR,LAX
158,American,369,6:15AM,1:30PM,615,7.5,3.0,2017-12-20,EWR,LAX
159,American,369,2:45PM,10:06PM,621,7.5,3.0,2017-12-20,EWR,LAX
160,American,369,12:40PM,8:20PM,640,7.7,3.0,2017-12-20,EWR,LAX
161,United,369,3:00PM,11:55PM,715,7.4,3.0,2017-12-20,EWR,LAX
162,Spirit,370,12:30PM,11:59PM,869,4.8,2.5,2017-12-20,LGA,LAX
163,United,371,11:59AM,10:20PM,801,6.6,3.0,2017-12-20,EWR,LAX
164,American,374,11:30AM,5:30PM,540,7.2,3.0,2017-12-20,LGA,LAX
165,American,374,4:55PM,10:59PM,544,6.6,3.0,2017-12-20,LGA,LAX
166,American,374,3:55PM,10:59PM,604,6.6,3.0,2017-12-20,LGA,LAX
167,American,374,10:07AM,5:30PM,623,0.0,3.0,2017-12-20,LGA,LAX
168,American,374,11:30AM,6:54PM,624,6.5,3.0,2017-12-20,LGA,LAX
169,American,375,6:29AM,11:39AM,490,6.7,3.0,2017-12-20,LGA,LAX
170,American,375,6:30AM,11:47AM,497,7.5,3.0,2017-12-20,LGA,LAX
171,American,375,4:59PM,10:51PM,532,7.3,3.0,2017-12-20,LGA,LAX
172,American,375,5:59PM,11:53PM,534,7.6,3.0,2017-12-20,LGA,LAX
173,American,375,6:30PM,12:27AM,537,7.8,3.0,2017-12-20,LGA,LAX
174,American,375,3:59PM,10:06PM,547,7.3,3.0,2017-12-20,LGA,LAX
175,American,375,11:00AM,5:28PM,568,6.4,3.0,2017-12-20,LGA,LAX
176,American,375,6:00AM,12:39PM,579,7.2,3.0,2017-12-20,LGA,LAX
177,American,375,3:59PM,10:51PM,592,7.2,3.0,2017-12-20,LGA,LAX
178,American,375,5:30PM,12:27AM,597,7.7,3.0,2017-12-20,LGA,LAX
179,American,375,10:30AM,5:35PM,605,7.4,3.0,2017-12-20,LGA,LAX
180,United,375,4:46PM,1:37AM,711,6.9,3.0,2017-12-20,EWR,LAX
181,United,376,7:00AM,3:28PM,688,7.5,3.0,2017-12-20,EWR,LAX
182,United,378,7:00AM,2:18PM,618,5.8,3.0,2017-12-20,LGA,LAX
183,United,378,9:48AM,5:59PM,671,5.6,3.0,2017-12-20,LGA,LAX
184,United,378,6:00AM,2:18PM,678,5.7,3.0,2017-12-20,LGA,LAX
185,United,378,8:00AM,5:59PM,779,5.3,3.0,2017-12-20,LGA,LAX
186,Virgin America,379,7:15AM,7:29AM,1634,6.3,4.0,2017-12-20,EWR,LAX
187,Virgin America,379,7:15AM,8:25AM,1690,6.3,4.0,2017-12-20,EWR,LAX
188,United,382,6:00AM,3:28PM,748,7.4,3.0,2017-12-20,EWR,LAX
189,United,383,7:00AM,3:28PM,688,6.6,3.0,2017-12-20,LGA,LAX
190,United,383,6:00AM,2:50PM,710,0.0,3.0,2017-12-20,LGA,LAX
191,United,383,6:00AM,3:28PM,748,0.0,3.0,2017-12-20,LGA,LAX
192,United,386,3:02PM,8:19PM,497,7.8,3.0,2017-12-20,EWR,LAX
193,United,386,7:30AM,7:55PM,925,6.3,3.0,2017-12-20,EWR,LAX
194,American,388,5:25PM,11:53PM,568,7.9,3.0,2017-12-20,JFK,LAX
195,American,389,7:30AM,2:30PM,600,7.8,3.0,2017-12-20,JFK,LAX
196,United,389,3:00PM,11:55PM,715,7.2,3.0,2017-12-20,LGA,LAX
197,United,391,10:07AM,8:10PM,783,5.7,3.0,2017-12-20,LGA,LAX
198,United,391,7:03PM,8:00AM,957,5.6,3.0,2017-12-20,LGA,LAX
199,United,393,5:15AM,10:16AM,481,7.0,3.0,2017-12-20,EWR,LAX
200,United,393,5:15AM,11:13AM,538,7.4,3.0,2017-12-20,EWR,LAX
201,United,393,5:15AM,12:43PM,628,6.8,3.0,2017-12-20,EWR,LAX
202,American,394,11:00AM,2:33PM,393,8.1,3.0,2017-12-20,JFK,LAX
203,American,394,3:30PM,7:14PM,404,8.1,3.0,2017-12-20,JFK,LAX
204,American,394,8:15PM,11:59PM,404,8.1,3.0,2017-12-20,JFK,LAX
205,American,394,8:00AM,11:45AM,405,8.1,3.0,2017-12-20,JFK,LAX
206,American,394,9:15PM,1:02AM,407,8.1,3.0,2017-12-20,JFK,LAX
207,American,394,6:00AM,9:53AM,413,8.1,3.0,2017-12-20,JFK,LAX
208,American,394,7:00AM,10:55AM,415,8.1,3.0,2017-12-20,JFK,LAX
209,United,395,5:03PM,10:11PM,488,0.0,3.0,2017-12-20,LGA,LAX
210,United,395,5:55AM,11:34AM,519,7.1,3.0,2017-12-20,LGA,LAX
211,United,395,7:52AM,1:49PM,537,6.7,3.0,2017-12-20,LGA,LAX
212,United,395,12:11PM,6:15PM,544,6.7,3.0,2017-12-20,LGA,LAX
213,United,395,4:00PM,10:11PM,551,0.0,3.0,2017-12-20,LGA,LAX
214,United,395,10:07AM,4:30PM,563,6.7,3.0,2017-12-20,LGA,LAX
215,United,395,5:09PM,11:32PM,563,7.1,3.0,2017-12-20,LGA,LAX
216,United,395,3:42PM,10:21PM,579,6.7,3.0,2017-12-20,LGA,LAX
217,United,395,3:00PM,10:11PM,611,7.4,3.0,2017-12-20,LGA,LAX
218,United,395,3:42PM,11:32PM,650,6.6,3.0,2017-12-20,LGA,LAX
219,United,395,10:07AM,6:15PM,668,6.6,3.0,2017-12-20,LGA,LAX
220,United,395,2:00PM,10:11PM,671,0.0,3.0,2017-12-20,LGA,LAX
221,United,395,1:50PM,10:21PM,691,6.5,3.0,2017-12-20,LGA,LAX
222,United,396,10:34AM,4:40PM,546,7.6,3.0,2017-12-20,EWR,LAX
223,United,396,8:30AM,2:50PM,560,0.0,3.0,2017-12-20,EWR,LAX
224,United,396,8:30AM,4:40PM,670,0.0,0.0,2017-12-20,EWR,LAX
225,United,397,8:50AM,2:44PM,534,0.0,3.0,2017-12-20,EWR,LAX
226,United,397,8:50AM,2:52PM,542,0.0,3.0,2017-12-20,EWR,LAX
227,United,397,8:50AM,4:24PM,634,0.0,3.0,2017-12-20,EWR,LAX
228,United,399,2:45PM,8:19PM,514,7.8,3.0,2017-12-20,LGA,LAX
229,American,401,1:00PM,6:54PM,534,6.6,3.0,2017-12-20,JFK,LAX
230,American,401,4:44PM,10:59PM,555,6.8,3.0,2017-12-20,JFK,LAX
231,American,401,11:03AM,5:30PM,567,7.4,3.0,2017-12-20,JFK,LAX
232,American,401,1:00PM,8:26PM,626,7.1,3.0,2017-12-20,JFK,LAX
233,American,401,11:03AM,6:54PM,651,6.7,3.0,2017-12-20,JFK,LAX
234,American,402,6:00AM,11:50AM,530,7.7,3.0,2017-12-20,JFK,LAX
235,Alaska,402,7:30AM,1:32PM,542,7.8,4.0,2017-12-20,JFK,LAX
236,Virgin America,402,7:30AM,1:32PM,542,7.8,4.0,2017-12-20,JFK,LAX
237,American,402,5:01PM,12:27AM,626,7.7,3.0,2017-12-20,JFK,LAX
238,Alaska,402,7:30AM,3:37PM,667,7.6,4.0,2017-12-20,JFK,LAX
239,Virgin America,402,7:30AM,3:37PM,667,7.6,4.0,2017-12-20,JFK,LAX
240,Virgin America,402,7:30AM,5:47PM,797,7.5,4.0,2017-12-20,JFK,LAX
241,Virgin America,403,11:00AM,7:24PM,684,7.6,4.0,2017-12-20,EWR,LAX
242,Alaska,403,11:00AM,7:24PM,684,7.6,4.0,2017-12-20,EWR,LAX
243,United,404,6:15PM,9:19PM,364,0.0,3.0,2017-12-20,EWR,LAX
244,United,404,8:45AM,11:56AM,371,0.0,3.0,2017-12-20,EWR,LAX
245,United,404,3:00PM,6:20PM,380,8.6,3.0,2017-12-20,EWR,LAX
246,United,404,9:59PM,1:20AM,381,8.6,3.0,2017-12-20,EWR,LAX
247,United,406,8:25AM,4:13PM,648,5.9,3.0,2017-12-20,EWR,LAX
248,United,407,6:00PM,12:24AM,564,0.0,3.0,2017-12-20,EWR,LAX
249,United,407,3:25PM,10:23PM,598,7.7,3.0,2017-12-20,EWR,LAX
250,United,407,1:50PM,10:23PM,693,7.5,3.0,2017-12-20,EWR,LAX
251,United,407,3:25PM,12:24AM,719,7.4,3.0,2017-12-20,EWR,LAX
252,United,407,8:03PM,8:00AM,897,5.9,3.0,2017-12-20,LGA,LAX
253,United,407,6:00PM,8:00AM,1020,5.5,3.0,2017-12-20,LGA,LAX
254,Virgin America,409,11:50AM,7:24PM,634,7.7,4.0,2017-12-20,JFK,LAX
255,Alaska,409,11:50AM,7:24PM,634,7.7,4.0,2017-12-20,JFK,LAX
256,United,410,1:54PM,12:30AM,816,6.1,3.0,2017-12-20,EWR,LAX
257,United,412,1:30PM,6:31PM,481,7.5,3.0,2017-12-20,EWR,LAX
258,United,412,6:05AM,11:21AM,496,7.8,3.0,2017-12-20,EWR,LAX
259,United,412,11:50AM,5:10PM,500,7.3,3.0,2017-12-20,EWR,LAX
260,United,412,6:35PM,11:55PM,500,7.4,3.0,2017-12-20,EWR,LAX
261,United,412,3:17PM,8:39PM,502,0.0,3.0,2017-12-20,EWR,LAX
262,United,412,4:46PM,10:11PM,505,7.6,3.0,2017-12-20,EWR,LAX
263,United,412,9:00AM,2:30PM,510,7.8,3.0,2017-12-20,EWR,LAX
264,United,412,6:55PM,12:30AM,515,7.8,3.0,2017-12-20,EWR,LAX
265,United,412,5:55AM,11:34AM,519,7.1,3.0,2017-12-20,EWR,LAX
266,United,412,6:00AM,11:43AM,523,7.7,3.0,2017-12-20,EWR,LAX
267,United,412,10:25AM,4:30PM,545,6.7,3.0,2017-12-20,EWR,LAX
268,United,412,1:50PM,7:55PM,545,7.7,3.0,2017-12-20,EWR,LAX
269,United,412,3:25PM,9:42PM,557,7.6,3.0,2017-12-20,EWR,LAX
270,United,412,5:10PM,11:32PM,562,0.0,3.0,2017-12-20,EWR,LAX
271,United,412,6:00PM,12:30AM,570,7.3,3.0,2017-12-20,EWR,LAX
272,United,412,5:15AM,11:47AM,572,6.4,3.0,2017-12-20,EWR,LAX
273,United,412,2:13PM,8:54PM,581,7.1,3.0,2017-12-20,EWR,LAX
274,United,412,1:30PM,8:13PM,583,6.9,3.0,2017-12-20,EWR,LAX
275,United,412,3:02PM,9:57PM,595,6.5,3.0,2017-12-20,EWR,LAX
276,United,412,8:30AM,3:28PM,598,0.0,3.0,2017-12-20,EWR,LAX
277,United,412,6:00AM,1:01PM,601,7.2,3.0,2017-12-20,EWR,LAX
278,United,412,12:50PM,7:55PM,605,7.7,3.0,2017-12-20,EWR,LAX
279,United,412,4:46PM,11:55PM,609,7.5,3.0,2017-12-20,EWR,LAX
280,United,412,9:00AM,4:13PM,613,7.5,3.0,2017-12-20,EWR,LAX
281,United,412,9:00AM,4:30PM,630,7.4,3.0,2017-12-20,EWR,LAX
282,United,412,5:25PM,12:59AM,634,6.8,3.0,2017-12-20,EWR,LAX
283,United,412,4:55PM,12:30AM,635,7.2,3.0,2017-12-20,EWR,LAX
284,United,412,12:35PM,8:19PM,644,7.4,0.0,2017-12-20,EWR,LAX
285,United,412,10:25AM,6:15PM,650,6.6,3.0,2017-12-20,EWR,LAX
286,United,412,1:50PM,9:42PM,652,7.5,3.0,2017-12-20,EWR,LAX
287,United,412,5:55AM,1:49PM,654,7.0,3.0,2017-12-20,EWR,LAX
288,United,412,3:00PM,10:54PM,654,6.8,3.0,2017-12-20,EWR,LAX
289,United,412,2:13PM,10:21PM,668,7.0,3.0,2017-12-20,EWR,LAX
290,United,412,9:00AM,5:10PM,670,7.6,3.0,2017-12-20,EWR,LAX
291,United,412,5:55AM,2:18PM,683,6.9,3.0,2017-12-20,EWR,LAX
292,United,412,12:50PM,9:42PM,712,7.4,3.0,2017-12-20,EWR,LAX
293,United,413,1:40PM,9:54PM,674,0.0,3.0,2017-12-20,EWR,LAX
294,United,413,12:50PM,10:23PM,753,7.5,3.0,2017-12-20,EWR,LAX
295,United,414,7:05AM,11:54AM,469,8.0,3.0,2017-12-20,EWR,LAX
296,Virgin America,415,9:30AM,7:24PM,774,7.5,4.0,2017-12-20,JFK,LAX
297,Alaska,415,9:30AM,7:24PM,774,7.5,4.0,2017-12-20,JFK,LAX
298,United,416,12:38PM,8:10PM,632,0.0,3.0,2017-12-20,EWR,LAX
299,United,417,3:00PM,10:11PM,611,7.5,3.0,2017-12-20,EWR,LAX
300,United,417,1:00PM,10:11PM,731,0.0,3.0,2017-12-20,LGA,LAX
301,United,418,1:00PM,9:42PM,702,0.0,3.0,2017-12-20,LGA,LAX
302,United,418,1:00PM,9:42PM,702,0.0,3.0,2017-12-20,LGA,LAX
303,United,418,12:31PM,9:45PM,734,6.9,3.0,2017-12-20,EWR,LAX
304,United,418,12:00PM,9:42PM,762,0.0,3.0,2017-12-20,LGA,LAX
305,United,418,12:00PM,9:42PM,762,0.0,3.0,2017-12-20,LGA,LAX
306,American,419,10:52AM,3:52PM,480,7.3,3.0,2017-12-20,EWR,LAX
307,American,419,9:09AM,2:34PM,505,7.8,3.0,2017-12-20,EWR,LAX
308,American,419,9:09AM,3:52PM,583,7.4,3.0,2017-12-20,EWR,LAX
309,American,419,10:52AM,5:35PM,583,7.1,3.0,2017-12-20,EWR,LAX
310,Alaska,419,3:45PM,12:25AM,700,7.4,0.0,2017-12-20,EWR,LAX
311,United,419,11:35AM,9:10PM,755,6.0,3.0,2017-12-20,LGA,LAX
312,United,419,10:30AM,9:10PM,820,5.3,3.0,2017-12-20,LGA,LAX
313,United,419,9:16AM,9:10PM,894,5.2,3.0,2017-12-20,LGA,LAX
314,United,420,7:30AM,4:18PM,708,7.2,3.0,2017-12-20,EWR,LAX
315,JetBlue,421,7:05AM,2:16PM,611,7.8,4.0,2017-12-20,JFK,LAX
316,JetBlue,421,6:30AM,2:16PM,646,7.8,4.0,2017-12-20,LGA,LAX
317,JetBlue,421,5:50AM,2:16PM,686,7.7,4.0,2017-12-20,JFK,LAX
