,airline_name,flight_cost,depart_time,arrive_time,flight_duration,flight_flyscore,airline_rating,date,departure_airport,arrival_airport
25906,American,767,7:00AM,8:57PM,1137,7.4,3.0,2018-01-02,JFK,HNL
25907,American,771,6:00AM,5:10PM,970,7.0,3.0,2018-01-02,EWR,HNL
25908,American,771,9:45AM,8:57PM,972,7.1,3.0,2018-01-02,JFK,HNL
25909,American,771,6:00AM,6:17PM,1037,6.9,3.0,2018-01-02,EWR,HNL
25910,United,775,8:35AM,2:55PM,680,9.3,3.0,2018-01-02,EWR,HNL
25911,American,775,10:00AM,8:45PM,945,6.9,3.0,2018-01-02,JFK,HNL
25912,American,775,6:00AM,5:10PM,970,7.0,3.0,2018-01-02,JFK,HNL
25913,American,775,10:00AM,9:45PM,1005,6.8,3.0,2018-01-02,JFK,HNL
25914,American,775,6:00AM,6:17PM,1037,6.9,3.0,2018-01-02,JFK,HNL
25915,American,776,5:00AM,3:31PM,931,7.4,0.0,2018-01-02,EWR,HNL
25916,United,783,7:39AM,4:07PM,808,0.0,3.0,2018-01-02,EWR,HNL
25917,United,783,5:55AM,2:25PM,810,0.0,3.0,2018-01-02,EWR,HNL
25918,United,783,6:05AM,2:40PM,815,7.9,3.0,2018-01-02,EWR,HNL
25919,United,783,1:50PM,10:28PM,818,8.0,3.0,2018-01-02,EWR,HNL
25920,United,783,8:30AM,5:14PM,824,0.0,3.0,2018-01-02,EWR,HNL
25921,United,783,11:50AM,8:39PM,829,0.0,3.0,2018-01-02,EWR,HNL
25922,United,783,6:20AM,3:10PM,830,0.0,3.0,2018-01-02,EWR,HNL
25923,American,783,6:15AM,3:31PM,856,8.5,3.0,2018-01-02,EWR,HNL
25924,United,783,1:50PM,11:25PM,875,7.9,3.0,2018-01-02,EWR,HNL
25925,United,783,12:50PM,10:28PM,878,7.9,3.0,2018-01-02,EWR,HNL
25926,United,783,5:15AM,3:10PM,895,0.0,3.0,2018-01-02,EWR,HNL
25927,United,783,6:00AM,4:07PM,907,0.0,3.0,2018-01-02,EWR,HNL
25928,United,783,7:00AM,5:14PM,914,0.0,3.0,2018-01-02,EWR,HNL
25929,United,783,11:45AM,10:28PM,943,7.8,3.0,2018-01-02,EWR,HNL
25930,United,783,9:00AM,8:39PM,999,0.0,3.0,2018-01-02,EWR,HNL
25931,American,783,6:05PM,1:45PM,1480,7.6,3.0,2018-01-02,EWR,HNL
25932,United,787,10:20AM,8:39PM,919,0.0,3.0,2018-01-02,EWR,HNL
25933,United,787,9:00AM,7:29PM,929,7.1,3.0,2018-01-02,EWR,HNL
25934,United,787,11:50AM,10:28PM,938,6.8,3.0,2018-01-02,EWR,HNL
25935,United,787,6:20AM,5:14PM,954,0.0,3.0,2018-01-02,EWR,HNL
25936,United,787,11:50AM,10:44PM,954,6.8,3.0,2018-01-02,EWR,HNL
25937,United,787,8:50AM,8:39PM,1009,0.0,3.0,2018-01-02,EWR,HNL
25938,United,794,12:00PM,10:44PM,944,7.8,3.0,2018-01-02,EWR,HNL
25939,Virgin America,795,4:55PM,2:22PM,1587,7.3,0.0,2018-01-02,JFK,HNL
25940,Virgin America,795,11:30AM,2:22PM,1912,6.8,4.0,2018-01-02,JFK,HNL
25941,Virgin America,795,9:15AM,2:22PM,2047,6.7,4.0,2018-01-02,JFK,HNL
25942,United,800,5:55AM,5:00PM,965,7.1,3.0,2018-01-02,LGA,HNL
25943,American,802,11:30AM,12:09AM,1059,6.7,3.0,2018-01-02,LGA,HNL
25944,American,802,11:30AM,12:09AM,1059,6.4,3.0,2018-01-02,LGA,HNL
25945,JetBlue,805,12:20PM,9:15PM,835,8.7,4.0,2018-01-02,JFK,HNL
25946,JetBlue,805,10:39AM,9:15PM,936,8.6,4.0,2018-01-02,JFK,HNL
25947,Alaska,805,8:00AM,9:26PM,1106,7.2,4.0,2018-01-02,EWR,HNL
25948,Virgin America,814,11:30AM,9:15PM,885,8.6,4.0,2018-01-02,JFK,HNL
25949,Virgin America,814,9:15AM,9:15PM,1020,8.4,4.0,2018-01-02,JFK,HNL
25950,United,815,10:35AM,10:28PM,1013,0.0,3.0,2018-01-02,EWR,HNL
25951,American,818,6:15AM,6:51PM,1056,7.1,3.0,2018-01-02,EWR,HNL
25952,American,818,6:15AM,6:51PM,1056,7.2,3.0,2018-01-02,EWR,HNL
25953,American,826,11:05AM,12:09AM,1084,6.2,3.0,2018-01-02,LGA,HNL
25954,American,826,3:30PM,11:03AM,1473,7.0,3.0,2018-01-02,JFK,HNL
25955,Alaska,831,9:09AM,10:44PM,1115,6.9,3.0,2018-01-02,EWR,HNL
25956,Alaska,833,11:50AM,9:26PM,876,8.2,4.0,2018-01-02,JFK,HNL
25957,Virgin America,833,11:50AM,9:26PM,876,8.2,4.0,2018-01-02,JFK,HNL
25958,Alaska,835,11:00AM,9:26PM,926,8.1,4.0,2018-01-02,EWR,HNL
25959,Virgin America,835,11:00AM,9:26PM,926,8.1,4.0,2018-01-02,EWR,HNL
25960,Alaska,835,4:55PM,11:34AM,1419,6.7,4.0,2018-01-02,JFK,HNL
25961,American,837,12:40PM,12:09AM,989,7.0,3.0,2018-01-02,EWR,HNL
25962,American,837,8:30AM,8:57PM,1047,6.9,3.0,2018-01-02,EWR,HNL
25963,American,837,8:30AM,8:57PM,1047,6.9,3.0,2018-01-02,EWR,HNL
25964,American,839,6:15AM,5:10PM,955,6.7,3.0,2018-01-02,EWR,HNL
25965,American,839,6:15AM,5:25PM,970,6.7,3.0,2018-01-02,EWR,HNL
25966,American,839,6:15AM,5:27PM,972,6.7,3.0,2018-01-02,EWR,HNL
25967,American,839,6:15AM,6:17PM,1022,6.6,3.0,2018-01-02,EWR,HNL
25968,American,839,6:15AM,6:26PM,1031,6.6,3.0,2018-01-02,EWR,HNL
25969,United,841,10:34AM,10:28PM,1014,7.7,3.0,2018-01-02,EWR,HNL
25970,American,847,10:30AM,8:57PM,927,7.1,3.0,2018-01-02,LGA,HNL
25971,United,851,10:00AM,8:14PM,914,0.0,3.0,2018-01-02,LGA,HNL
25972,American,852,8:15PM,1:55PM,1360,7.1,3.0,2018-01-02,JFK,HNL
25973,Virgin America,863,7:50AM,9:50PM,1140,8.3,4.0,2018-01-02,JFK,HNL
25974,Virgin America,865,1:00PM,2:22PM,1822,7.0,4.0,2018-01-02,JFK,HNL
25975,American,871,3:30PM,12:09AM,819,7.8,3.0,2018-01-02,JFK,HNL
25976,American,871,10:00AM,6:51PM,831,8.1,3.0,2018-01-02,JFK,HNL
25977,American,871,11:00AM,8:57PM,897,7.7,3.0,2018-01-02,JFK,HNL
25978,American,871,10:00AM,8:57PM,957,7.6,3.0,2018-01-02,JFK,HNL
25979,American,871,11:00AM,12:09AM,1089,7.5,3.0,2018-01-02,JFK,HNL
25980,American,871,10:00AM,12:09AM,1149,7.4,3.0,2018-01-02,JFK,HNL
25981,American,871,9:15PM,1:55PM,1300,7.2,3.0,2018-01-02,JFK,HNL
25982,American,871,6:00PM,11:03AM,1323,7.2,3.0,2018-01-02,JFK,HNL
25983,American,871,5:00PM,12:28PM,1468,7.0,3.0,2018-01-02,JFK,HNL
25984,United,872,6:00AM,5:00PM,960,7.4,3.0,2018-01-02,EWR,HNL
25985,JetBlue,873,10:00AM,4:30PM,690,9.7,4.0,2018-01-02,JFK,HNL
25986,Virgin America,873,9:15AM,9:26PM,1031,7.3,4.0,2018-01-02,JFK,HNL
25987,Alaska,873,9:15AM,9:26PM,1031,7.3,4.0,2018-01-02,JFK,HNL
25988,American,874,1:10PM,12:09AM,959,6.5,3.0,2018-01-02,EWR,HNL
25989,American,874,1:00PM,12:09AM,969,6.5,3.0,2018-01-02,JFK,HNL
25990,American,874,6:30AM,6:51PM,1041,6.6,3.0,2018-01-02,EWR,HNL
25991,American,874,6:30AM,6:51PM,1041,6.7,3.0,2018-01-02,JFK,HNL
25992,American,874,11:05AM,12:09AM,1084,6.6,3.0,2018-01-02,EWR,HNL
25993,American,874,11:05AM,12:09AM,1084,6.3,3.0,2018-01-02,EWR,HNL
25994,American,874,11:03AM,12:09AM,1086,6.4,3.0,2018-01-02,JFK,HNL
25995,American,874,11:03AM,12:09AM,1086,6.8,3.0,2018-01-02,JFK,HNL
25996,United,875,6:20AM,4:07PM,887,0.0,3.0,2018-01-02,EWR,HNL
25997,United,875,10:20AM,8:14PM,894,0.0,3.0,2018-01-02,EWR,HNL
25998,United,875,6:05AM,4:07PM,902,0.0,3.0,2018-01-02,EWR,HNL
25999,United,875,6:05AM,5:00PM,955,6.9,3.0,2018-01-02,EWR,HNL
26000,American,875,7:00AM,6:51PM,1011,7.0,3.0,2018-01-02,JFK,HNL
26001,Alaska,878,9:00AM,9:26PM,1046,7.2,4.5,2018-01-02,EWR,HNL
26002,JetBlue,881,12:20PM,9:15PM,835,8.7,4.0,2018-01-02,JFK,HNL
26003,JetBlue,881,10:39AM,9:15PM,936,8.6,4.0,2018-01-02,JFK,HNL
26004,JetBlue,895,8:49AM,9:50PM,1081,8.4,4.0,2018-01-02,JFK,HNL
26005,United,902,6:00AM,5:00PM,960,6.8,3.0,2018-01-02,LGA,HNL
26006,Alaska,910,9:15AM,10:44PM,1109,7.1,4.0,2018-01-02,JFK,HNL
26007,Alaska,910,9:15AM,10:44PM,1109,7.1,4.0,2018-01-02,JFK,HNL
26008,Alaska,910,7:00AM,10:44PM,1244,6.9,4.0,2018-01-02,JFK,HNL
26009,United,914,10:00AM,8:14PM,914,0.0,3.0,2018-01-02,EWR,HNL
26010,American,922,7:30AM,8:57PM,1107,7.0,3.0,2018-01-02,JFK,HNL
26011,United,923,7:00AM,5:14PM,914,0.0,3.0,2018-01-02,LGA,HNL
26012,United,923,6:00AM,5:14PM,974,0.0,3.0,2018-01-02,LGA,HNL
26013,JetBlue,925,8:55AM,9:15PM,1040,8.5,4.0,2018-01-02,JFK,HNL
26014,United,929,6:00AM,5:14PM,974,0.0,3.0,2018-01-02,EWR,HNL
26015,Hawaiian,939,8:55AM,9:15PM,1040,8.6,4.0,2018-01-02,JFK,HNL
26016,Hawaiian,939,5:40PM,6:20AM,1060,8.6,4.0,2018-01-02,JFK,HNL
26017,Hawaiian,939,8:49AM,9:50PM,1081,8.6,4.0,2018-01-02,JFK,HNL
26018,Hawaiian,939,9:30PM,11:15AM,1125,8.5,4.0,2018-01-02,JFK,HNL
26019,Hawaiian,945,4:50PM,2:15PM,1585,7.9,4.0,2018-01-02,JFK,HNL
26020,Hawaiian,945,8:49AM,6:20AM,1591,7.9,4.0,2018-01-02,JFK,HNL
26021,Hawaiian,945,8:55AM,11:15AM,1880,7.5,4.0,2018-01-02,JFK,HNL
26022,Hawaiian,945,8:55AM,2:15PM,2060,7.3,4.0,2018-01-02,JFK,HNL
26023,Hawaiian,955,8:49AM,1:20PM,2011,7.3,4.0,2018-01-02,JFK,HNL
26024,American,985,12:00PM,8:57PM,837,7.8,3.0,2018-01-02,JFK,HNL
26025,American,985,12:00PM,12:09AM,1029,7.5,3.0,2018-01-02,JFK,HNL
26026,American,985,6:00PM,12:28PM,1408,7.0,3.0,2018-01-02,JFK,HNL
26027,Virgin America,991,7:50AM,9:26PM,1116,7.2,4.0,2018-01-02,JFK,HNL
26028,Alaska,991,7:50AM,9:26PM,1116,7.2,4.0,2018-01-02,JFK,HNL
26029,United,1005,11:35AM,10:28PM,953,6.8,3.0,2018-01-02,LGA,HNL
26030,United,1005,11:00AM,10:28PM,988,6.7,3.0,2018-01-02,LGA,HNL
26031,United,1005,10:30AM,10:28PM,1018,6.3,3.0,2018-01-02,LGA,HNL
26032,United,1020,7:10AM,5:14PM,904,0.0,3.0,2018-01-02,EWR,HNL
26033,Virgin America,1022,11:50AM,2:22PM,1892,6.9,4.0,2018-01-02,EWR,HNL
26034,American,1025,6:00PM,1:55PM,1495,6.9,3.0,2018-01-02,JFK,HNL
26035,Virgin America,1041,11:50AM,9:15PM,865,8.6,4.0,2018-01-02,EWR,HNL
26036,Alaska,1055,10:30AM,10:44PM,1034,7.1,3.0,2018-01-02,LGA,HNL
26037,Alaska,1055,9:30AM,10:44PM,1094,7.0,3.0,2018-01-02,LGA,HNL
26038,Alaska,1055,8:30AM,10:44PM,1154,6.8,3.0,2018-01-02,LGA,HNL
26039,Alaska,1061,7:30AM,10:44PM,1214,6.8,3.0,2018-01-02,LGA,HNL
26040,Hawaiian,1131,10:39AM,9:15PM,936,8.7,4.0,2018-01-02,JFK,HNL
26041,Alaska,1147,7:50AM,9:26PM,1116,7.2,4.0,2018-01-02,JFK,HNL
26042,JetBlue,1178,7:05AM,9:15PM,1150,7.5,4.0,2018-01-02,JFK,HNL
26043,JetBlue,1178,6:30AM,9:15PM,1185,7.5,4.0,2018-01-02,LGA,HNL
26044,JetBlue,1178,5:50AM,9:15PM,1225,7.4,4.0,2018-01-02,JFK,HNL
26045,Hawaiian,1195,12:20PM,11:15AM,1675,7.8,4.0,2018-01-02,JFK,HNL
26046,Hawaiian,1195,10:39AM,11:15AM,1776,7.6,4.0,2018-01-02,JFK,HNL
26047,Hawaiian,1195,12:20PM,2:15PM,1855,7.5,4.0,2018-01-02,JFK,HNL
26048,Hawaiian,1195,10:39AM,2:15PM,1956,7.4,4.0,2018-01-02,JFK,HNL
26049,United,1209,12:00PM,11:25PM,985,7.0,3.0,2018-01-02,EWR,HNL
26050,United,1230,10:16AM,8:14PM,898,0.0,3.0,2018-01-02,LGA,HNL
26051,United,1240,8:15AM,7:29PM,974,6.9,3.0,2018-01-02,EWR,HNL
26052,Alaska,1240,10:52AM,10:44PM,1012,6.9,3.0,2018-01-02,EWR,HNL
26053,JetBlue,1260,5:45AM,9:15PM,1230,7.4,4.0,2018-01-02,EWR,HNL
26054,United,1267,6:05AM,4:07PM,902,0.0,3.0,2018-01-02,EWR,HNL
26055,United,1379,7:00AM,3:10PM,790,0.0,3.0,2018-01-02,LGA,HNL
26056,United,1379,7:50AM,4:07PM,797,0.0,3.0,2018-01-02,LGA,HNL
26057,United,1379,7:00AM,3:24PM,804,8.0,3.0,2018-01-02,EWR,HNL
26058,United,1379,5:55AM,2:25PM,810,0.0,3.0,2018-01-02,LGA,HNL
26059,United,1379,5:55AM,2:40PM,825,8.1,3.0,2018-01-02,LGA,HNL
26060,United,1379,11:35AM,8:39PM,844,0.0,3.0,2018-01-02,LGA,HNL
26061,United,1379,6:00AM,3:10PM,850,0.0,3.0,2018-01-02,LGA,HNL
26062,United,1379,6:00AM,3:24PM,864,7.9,3.0,2018-01-02,EWR,HNL
26063,United,1379,6:05AM,4:07PM,902,0.0,3.0,2018-01-02,LGA,HNL
26064,United,1379,10:30AM,8:39PM,909,0.0,3.0,2018-01-02,LGA,HNL
26065,United,1379,9:16AM,8:39PM,983,0.0,3.0,2018-01-02,LGA,HNL
26066,United,1383,6:20AM,4:07PM,887,0.0,3.0,2018-01-02,EWR,HNL
26067,United,1383,10:16AM,8:39PM,923,0.0,3.0,2018-01-02,LGA,HNL
26068,United,1383,9:00AM,8:39PM,999,0.0,3.0,2018-01-02,LGA,HNL
26069,United,1383,10:30AM,10:44PM,1034,6.3,3.0,2018-01-02,LGA,HNL
26070,United,1512,6:15AM,4:07PM,892,0.0,3.0,2018-01-02,EWR,HNL
26071,United,1533,7:33AM,5:14PM,881,0.0,3.0,2018-01-02,EWR,HNL
26072,United,1650,9:59PM,12:46PM,1187,7.0,3.0,2018-01-02,EWR,HNL
26073,United,1650,9:59PM,3:24PM,1345,6.5,3.0,2018-01-02,EWR,HNL
26074,United,1988,10:50AM,6:45AM,1495,0.0,0.0,2018-01-02,EWR,HNL
26075,United,1997,10:50AM,10:05AM,1695,7.4,3.0,2018-01-02,EWR,HNL
26076,United,2106,7:53AM,5:14PM,861,0.0,3.0,2018-01-02,EWR,HNL
26077,United,2137,10:45AM,6:45AM,1500,0.0,4.5,2018-01-02,JFK,HNL
26078,United,2895,10:50AM,8:25AM,1595,7.5,3.0,2018-01-02,EWR,HNL
26079,Delta,0,9:30AM,4:14PM,704,8.8,4.0,2018-01-02,JFK,HNL
26080,Frontier,264,9:20AM,6:04PM,704,4.9,2.5,2018-01-02,LGA,SFO
26081,Frontier,264,9:20AM,6:04PM,704,4.9,2.5,2018-01-02,LGA,SFO
26082,Frontier,270,9:20AM,11:59PM,1059,4.4,2.5,2018-01-02,LGA,SFO
26083,Delta,0,5:05PM,8:30PM,385,8.6,4.0,2018-01-02,JFK,SFO
26084,Frontier,270,9:20AM,9:35AM,1635,3.6,2.5,2018-01-02,LGA,SFO
26085,JetBlue,339,8:18PM,11:59PM,401,8.8,4.0,2018-01-02,JFK,SFO
26086,Sun Country,344,7:00AM,5:00PM,780,6.6,4.0,2018-01-02,JFK,SFO
26087,Sun Country,344,9:00PM,8:55AM,895,6.4,4.0,2018-01-02,JFK,SFO
26088,Sun Country,344,7:00AM,8:55AM,1735,5.3,4.0,2018-01-02,JFK,SFO
26089,United,345,8:30AM,11:44AM,374,0.0,3.0,2018-01-02,EWR,SFO
26090,United,345,7:00AM,10:37AM,397,8.6,3.0,2018-01-02,EWR,SFO
26091,United,345,8:03PM,2:06AM,543,7.2,3.0,2018-01-02,LGA,SFO
26092,United,345,6:00PM,12:15AM,555,7.4,3.0,2018-01-02,LGA,SFO
26093,United,345,7:03PM,2:06AM,603,6.9,3.0,2018-01-02,LGA,SFO
26094,United,345,5:00PM,12:15AM,615,0.0,3.0,2018-01-02,LGA,SFO
26095,United,345,6:00PM,2:06AM,666,6.8,0.0,2018-01-02,LGA,SFO
26096,United,345,4:00PM,12:15AM,675,0.0,3.0,2018-01-02,LGA,SFO
26097,Alaska,349,3:45PM,11:04PM,619,7.6,4.5,2018-01-02,EWR,SFO
26098,Sun Country,359,11:35AM,5:00PM,505,6.9,4.0,2018-01-02,JFK,SFO
26099,Sun Country,365,11:35AM,8:55AM,1460,5.6,4.0,2018-01-02,JFK,SFO
26100,Sun Country,367,9:00PM,5:00PM,1380,5.8,4.0,2018-01-02,JFK,SFO
26101,United,379,6:00AM,11:00AM,480,7.7,3.0,2018-01-02,LGA,SFO
26102,Sun Country,388,11:35AM,11:05PM,870,0.0,4.0,2018-01-02,JFK,SFO
26103,JetBlue,402,9:29AM,1:12PM,403,8.8,4.0,2018-01-02,JFK,SFO
26104,JetBlue,402,3:49PM,7:33PM,404,8.8,4.0,2018-01-02,JFK,SFO
26105,Virgin America,409,8:00AM,8:01AM,1621,6.4,4.0,2018-01-02,EWR,SFO
26106,Alaska,412,4:35PM,8:22PM,407,8.6,4.0,2018-01-02,JFK,SFO
26107,Virgin America,412,4:35PM,8:22PM,407,8.6,4.0,2018-01-02,JFK,SFO
26108,Virgin America,415,8:25PM,8:01AM,876,7.4,4.0,2018-01-02,JFK,SFO
26109,Alaska,417,5:15PM,8:54PM,399,8.6,4.0,2018-01-02,EWR,SFO
26110,Virgin America,417,5:15PM,8:54PM,399,8.6,4.0,2018-01-02,EWR,SFO
26111,Alaska,417,7:10PM,10:59PM,409,8.6,4.0,2018-01-02,EWR,SFO
26112,Virgin America,417,7:10PM,10:59PM,409,8.6,4.0,2018-01-02,EWR,SFO
26113,American,418,4:59PM,12:15AM,616,7.3,3.0,2018-01-02,LGA,SFO
26114,American,418,3:59PM,12:15AM,676,7.2,3.0,2018-01-02,LGA,SFO
26115,United,427,6:00PM,9:14PM,374,0.0,3.0,2018-01-02,EWR,SFO
26116,United,427,10:34AM,2:00PM,386,8.6,3.0,2018-01-02,EWR,SFO
26117,United,427,5:15PM,8:41PM,386,8.6,3.0,2018-01-02,EWR,SFO
26118,United,427,1:50PM,5:20PM,390,8.6,3.0,2018-01-02,EWR,SFO
26119,United,427,8:30PM,12:02AM,392,8.6,3.0,2018-01-02,EWR,SFO
26120,United,427,7:20PM,10:53PM,393,8.6,3.0,2018-01-02,EWR,SFO
26121,United,427,12:50PM,4:28PM,398,8.6,3.0,2018-01-02,EWR,SFO
26122,United,435,6:55PM,11:59PM,484,7.8,3.0,2018-01-02,EWR,SFO
26123,United,435,1:30PM,6:39PM,489,7.5,3.0,2018-01-02,EWR,SFO
26124,United,435,4:46PM,9:55PM,489,0.0,3.0,2018-01-02,EWR,SFO
26125,United,435,3:17PM,8:35PM,498,0.0,3.0,2018-01-02,EWR,SFO
26126,United,435,3:00PM,8:26PM,506,7.6,3.0,2018-01-02,EWR,SFO
26127,United,435,6:20AM,11:49AM,509,0.0,3.0,2018-01-02,EWR,SFO
26128,United,435,6:35PM,12:15AM,520,7.5,3.0,2018-01-02,EWR,SFO
26129,United,435,8:26PM,2:06AM,520,7.2,3.0,2018-01-02,EWR,SFO
26130,United,435,7:10AM,12:51PM,521,7.8,3.0,2018-01-02,EWR,SFO
26131,United,435,5:15AM,11:00AM,525,7.6,3.0,2018-01-02,EWR,SFO
26132,United,435,6:00AM,11:52AM,532,7.0,3.0,2018-01-02,EWR,SFO
26133,United,435,8:45AM,2:43PM,538,0.0,3.0,2018-01-02,EWR,SFO
26134,United,435,6:00PM,11:59PM,539,7.3,3.0,2018-01-02,EWR,SFO
26135,United,435,6:15PM,12:28AM,553,0.0,3.0,2018-01-02,EWR,SFO
26136,United,435,6:20AM,12:49PM,569,7.6,3.0,2018-01-02,EWR,SFO
26137,United,435,6:45PM,1:17AM,572,7.5,3.0,2018-01-02,EWR,SFO
26138,United,435,5:15AM,11:49AM,574,0.0,3.0,2018-01-02,EWR,SFO
26139,United,435,3:00PM,9:55PM,595,0.0,3.0,2018-01-02,EWR,SFO
26140,United,435,5:55AM,12:51PM,596,7.7,0.0,2018-01-02,EWR,SFO
26141,United,435,1:30PM,8:26PM,596,7.4,3.0,2018-01-02,EWR,SFO
26142,United,435,9:00AM,3:58PM,598,7.5,3.0,2018-01-02,EWR,SFO
26143,United,435,5:30PM,12:28AM,598,7.6,3.0,2018-01-02,EWR,SFO
26144,United,435,4:51PM,11:59PM,608,7.2,3.0,2018-01-02,EWR,SFO
26145,United,435,8:50AM,4:01PM,611,0.0,3.0,2018-01-02,EWR,SFO
26146,United,435,8:45AM,3:57PM,612,0.0,3.0,2018-01-02,EWR,SFO
26147,United,435,4:46PM,12:15AM,629,7.5,3.0,2018-01-02,EWR,SFO
26148,United,435,6:35PM,2:06AM,631,6.9,3.0,2018-01-02,EWR,SFO
26149,United,435,5:15AM,12:49PM,634,7.5,3.0,2018-01-02,EWR,SFO
26150,United,435,6:00AM,1:48PM,648,7.2,3.0,2018-01-02,EWR,SFO
26151,United,435,5:25PM,1:17AM,652,7.4,3.0,2018-01-02,EWR,SFO
26152,United,435,5:55AM,1:51PM,656,7.5,3.0,2018-01-02,EWR,SFO
26153,United,435,8:50AM,4:49PM,659,0.0,3.0,2018-01-02,EWR,SFO
26154,United,435,9:00AM,5:04PM,664,7.6,3.0,2018-01-02,EWR,SFO
26155,United,435,3:00PM,11:32PM,692,6.8,0.0,2018-01-02,EWR,SFO
26156,United,435,5:55AM,2:43PM,708,7.5,3.0,2018-01-02,EWR,SFO
26157,American,440,5:59PM,12:15AM,556,7.4,3.0,2018-01-02,LGA,SFO
26158,Virgin America,452,8:00AM,2:00PM,540,7.8,4.0,2018-01-02,EWR,SFO
26159,Alaska,452,8:00AM,2:00PM,540,7.8,4.0,2018-01-02,EWR,SFO
26160,American,454,1:00PM,6:59PM,539,7.3,3.0,2018-01-02,LGA,SFO
26161,American,454,8:45AM,2:59PM,554,7.3,3.0,2018-01-02,LGA,SFO
26162,American,454,6:50AM,1:14PM,564,7.4,3.0,2018-01-02,LGA,SFO
26163,American,454,3:59PM,10:50PM,591,7.3,3.0,2018-01-02,LGA,SFO
26164,American,454,6:00AM,1:14PM,614,7.3,3.0,2018-01-02,LGA,SFO
26165,American,454,7:35AM,2:59PM,624,7.2,3.0,2018-01-02,LGA,SFO
26166,American,454,6:50AM,2:59PM,669,7.1,3.0,2018-01-02,LGA,SFO
26167,American,454,8:45AM,5:01PM,676,7.1,3.0,2018-01-02,LGA,SFO
26168,American,454,2:34PM,10:50PM,676,7.2,3.0,2018-01-02,LGA,SFO
26169,American,454,10:30AM,6:59PM,689,7.4,3.0,2018-01-02,LGA,SFO
26170,American,454,6:00AM,2:59PM,719,7.1,3.0,2018-01-02,LGA,SFO
26171,Alaska,456,10:30AM,4:48PM,558,7.5,4.5,2018-01-02,JFK,SFO
26172,Alaska,456,10:30AM,5:57PM,627,7.4,4.5,2018-01-02,JFK,SFO
26173,Alaska,456,10:30AM,7:23PM,713,7.3,4.5,2018-01-02,JFK,SFO
26174,Alaska,459,7:15AM,2:13PM,598,7.6,4.5,2018-01-02,JFK,SFO
26175,Alaska,459,7:15AM,3:08PM,653,7.6,4.5,2018-01-02,JFK,SFO
26176,Alaska,459,7:15AM,3:51PM,696,7.5,4.5,2018-01-02,JFK,SFO
26177,United,460,5:55AM,11:52AM,537,7.8,3.0,2018-01-02,LGA,SFO
26178,United,461,12:25PM,9:48PM,743,0.0,3.0,2018-01-02,EWR,SFO
26179,Alaska,462,10:30AM,8:52PM,802,7.1,4.5,2018-01-02,JFK,SFO
26180,American,464,5:00AM,10:15AM,495,6.9,3.0,2018-01-02,EWR,SFO
26181,American,464,5:03PM,11:18PM,555,6.6,3.0,2018-01-02,EWR,SFO
26182,American,464,11:05AM,5:38PM,573,6.6,3.0,2018-01-02,EWR,SFO
26183,American,464,5:00AM,12:44PM,644,6.7,3.0,2018-01-02,EWR,SFO
26184,American,464,9:50AM,5:38PM,648,6.5,3.0,2018-01-02,EWR,SFO
26185,United,465,1:00PM,6:22PM,502,0.0,3.0,2018-01-02,LGA,SFO
26186,United,465,3:00PM,8:26PM,506,7.5,3.0,2018-01-02,LGA,SFO
26187,United,465,10:30AM,3:58PM,508,6.7,3.0,2018-01-02,LGA,SFO
26188,United,465,11:35AM,5:04PM,509,7.4,3.0,2018-01-02,LGA,SFO
26189,American,465,5:24PM,10:58PM,514,7.8,3.0,2018-01-02,EWR,SFO
26190,United,465,1:00PM,6:39PM,519,0.0,3.0,2018-01-02,LGA,SFO
26191,United,465,5:55AM,11:37AM,522,7.3,3.0,2018-01-02,LGA,SFO
26192,United,465,2:53PM,8:35PM,522,0.0,3.0,2018-01-02,LGA,SFO
26193,United,465,6:15PM,11:59PM,524,6.9,3.0,2018-01-02,LGA,SFO
26194,United,465,6:05AM,11:52AM,527,6.5,3.0,2018-01-02,LGA,SFO
26195,United,465,6:00AM,11:49AM,529,0.0,3.0,2018-01-02,LGA,SFO
26196,United,465,7:00AM,12:49PM,529,7.6,3.0,2018-01-02,LGA,SFO
26197,United,465,11:00AM,4:49PM,529,0.0,3.0,2018-01-02,LGA,SFO
26198,United,465,7:25PM,1:17AM,532,7.8,3.0,2018-01-02,LGA,SFO
26199,United,465,4:00PM,9:55PM,535,0.0,3.0,2018-01-02,LGA,SFO
26200,United,465,7:50AM,1:48PM,538,7.3,0.0,2018-01-02,LGA,SFO
26201,American,465,7:10AM,1:11PM,541,7.8,3.0,2018-01-02,EWR,SFO
26202,United,465,10:00AM,4:01PM,541,0.0,3.0,2018-01-02,LGA,SFO
26203,American,465,10:52AM,4:59PM,547,7.6,3.0,2018-01-02,EWR,SFO
26204,American,465,9:09AM,3:17PM,548,7.8,3.0,2018-01-02,EWR,SFO
26205,American,465,6:05PM,12:15AM,550,7.7,3.0,2018-01-02,EWR,SFO
26206,American,465,12:40PM,6:59PM,559,7.5,3.0,2018-01-02,EWR,SFO
26207,United,465,12:00PM,6:22PM,562,0.0,3.0,2018-01-02,LGA,SFO
26208,United,465,2:00PM,8:26PM,566,0.0,3.0,2018-01-02,LGA,SFO
26209,American,465,8:30AM,2:59PM,569,7.5,3.0,2018-01-02,EWR,SFO
26210,United,465,10:30AM,5:04PM,574,6.8,3.0,2018-01-02,LGA,SFO
26211,American,465,4:20PM,10:54PM,574,7.6,3.0,2018-01-02,EWR,SFO
